StockCode,Description,TotalRevenue,UnitsSold,OrderCount,UniqueCustomers,AvgPrice
85213,MINI  ZINC GARDEN DECORATIONS ,500.10999999999996,550,48,25,0.909290909090909
84632,DECORATIVE HANGING SHELVING UNIT,499.55,9,6,4,55.50555555555556
35471A,SET OF 3 BIRD L.BLUE FEATHER,499.31,421,83,41,1.1860095011876484
85163A,WHITE BAROQUE WALL CLOCK ,499.16999999999996,37,25,21,13.49108108108108
21635,MADRAS NOTEBOOK LARGE ,499.03,132,28,23,3.780530303030303
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,498.90000000000003,302,6,5,1.6519867549668876
84596G,SMALL CHOCOLATES PINK BOWL,498.75,376,108,49,1.3264627659574468
37475,SET/4 COLOURFUL MIXING BOWLS,498.58,46,29,20,10.838695652173913
20864,DENIM PATCH PENCIL CASE BUTTERFLY,498.14,252,29,20,1.9767460317460317
47592A,CAROUSEL DES CHILD'S OVERALL,497.81,257,74,28,1.9370038910505836
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,497.70000000000005,141,13,11,3.5297872340425536
90010B,BLACK/WHITE GLASS/SILVER BRACELET,496.65,54,29,13,9.197222222222221
15056bl,EDWARDIAN PARASOL BLACK,496.64000000000004,39,31,0,12.734358974358976
17021,NAMASTE SWAGAT INCENSE,496.5,1931,31,25,0.2571206628689798
21399,BLUE  SPOTTY  COFFEE MUG,495.98,241,35,23,2.058008298755187
22717,CARD DOG AND BALL ,495.27,1203,89,63,0.4116957605985037
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,494.39,394,28,22,1.2547969543147208
47594B,SCOTTIES DESIGN WASHBAG,493.84,238,66,46,2.0749579831932774
16239,BALLERINA HEART DECORATION.,492.17,347,21,13,1.41835734870317
84974,S/2 ZINC HEART DESIGN PLANTERS,491.5,50,29,27,9.83
35972,DAISY FOLKART HEART DECORATION,491.38,344,71,30,1.4284302325581395
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,490.61,107,31,10,4.585140186915888
22715,CARD WEDDING DAY,489.99,1176,90,62,0.41665816326530614
21004,ROSE DU SUD CHILDS APRON,489.14,106,52,28,4.614528301886792
82616B,FRAPPUCINO SCARF KNITTING KIT,488.68,268,58,27,1.8234328358208955
84706D,CHERRY BLOSSOM TABLE CLOCK ,488.48999999999995,213,13,12,2.2933802816901405
21663,VINTAGE GLASS SUGAR CADDY,488.16,76,32,21,6.423157894736843
22042,CHRISTMAS CARD SINGING ANGEL,487.19,1406,98,69,0.3465078236130868
21286,RETROSPOT CANDLE  LARGE,486.81,441,24,19,1.1038775510204082
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,486.35,397,30,26,1.2250629722921915
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,485.16,225,49,40,2.1562666666666668
22897,OVEN MITT APPLE DESIGN,485.0,343,34,30,1.41399416909621
85163B,BLACK BAROQUE WALL CLOCK ,484.98,31,30,18,15.644516129032258
47594A,CAROUSEL DESIGN WASHBAG,484.61999999999995,238,57,42,2.0362184873949576
21209,MULTICOLOUR HONEYCOMB FAN,483.45,253,49,27,1.9108695652173913
79191C,RETRO PLASTIC ELEPHANT TRAY,482.92999999999995,516,94,58,0.9359108527131782
82605,OLD DOC RUSSEL METAL SIGN,482.73,213,98,61,2.266338028169014
22783,SET 3 WICKER OVAL BASKETS W LIDS,482.7,26,16,15,18.565384615384616
72131,COLUMBIAN CANDLE RECTANGLE,481.22999999999996,625,41,31,0.769968
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,481.15,441,32,12,1.0910430839002268
21147,JINGLE BELLS TREE DECORATION,481.09,285,50,25,1.6880350877192982
85227,SET/6 3D KIT CARDS FOR KIDS,480.69,592,50,27,0.8119763513513514
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,479.40999999999997,186,28,6,2.5774731182795696
21318,GLASS CHALICE BLUE SMALL ,478.64,278,44,33,1.721726618705036
16049,TEATIME GEL PENS ASST,478.4,2665,27,18,0.1795121951219512
85159A,"BLACK TEA,COFFEE,SUGAR JARS",478.33000000000004,41,36,4,11.66658536585366
21650,ASSORTED TUTTI FRUTTI BRACELET,478.17,662,68,39,0.7223111782477342
37492C,GREEN BLUE FLOWER PIGGY BANK,477.29999999999995,242,24,19,1.9723140495867766
21620,S/4 ROSE    BOTANICAL  CANDLE,477.12,127,38,33,3.7568503937007875
35915C,PEACH KNITTED HEN ,476.86,347,22,15,1.374236311239193
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",476.4,232,15,12,2.0534482758620687
21336,GOLD WASHBAG,475.94,1797,34,12,0.2648525319977741
72801G,S/4 BURGUNDY WINE DINNER CANDLES,475.91999999999996,786,26,19,0.6054961832061068
22702,BLACK AND WHITE CAT BOWL,475.87,228,47,37,2.0871491228070176
62096A,PINK/YELLOW FLOWERS HANDBAG,475.28999999999996,289,83,43,1.6446020761245674
84247G,"DECOUPAGE,GREETING CARD,",475.13,1130,79,48,0.4204690265486726
21536,DAIRY MAID  SMALL  MILK JUG,474.74,221,61,42,2.1481447963800906
47367B,PAIR PADDED HANGERS PINK CHECK,472.90000000000003,134,55,27,3.5291044776119405
22697,TEACUP AND SAUCER REGENCY GREEN,472.5,174,13,13,2.7155172413793105
22951,72 CAKE CASES DOLLY GIRL DESIGN,471.84999999999997,943,25,25,0.5003711558854719
85144,JARDIN ETCHED GLASS BUTTER DISH,471.4,68,30,25,6.93235294117647
84600,NEW BAROQUE JEWELLERY BOX ,471.38,55,27,17,8.570545454545455
21123,SET/10 IVORY POLKADOT PARTY CANDLES,471.25,377,21,20,1.25
84901,BLACK FACE LAMB WITH PANTS,471.13,123,74,44,3.8303252032520323
35599B,BLACK CHRISTMAS TREE 120CM,470.96000000000004,59,28,9,7.982372881355933
84846A,SCENTED CANDLE IN DIGITALIS TIN,470.93,207,44,32,2.275024154589372
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,470.71,52,33,15,9.052115384615384
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,470.53000000000003,55,39,0,8.555090909090909
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,470.03,373,60,49,1.2601340482573726
84306,S/3 PINK SQUARE PLANTERS ROSES,469.26,38,22,16,12.348947368421053
22268,EASTER DECORATION SITTING BUNNY,468.95,545,78,51,0.8604587155963302
22686,"FRENCH BLUE METAL DOOR SIGN, No",468.94,356,48,33,1.317247191011236
85215,ASSORTED CHEESE FRIDGE MAGNETS,467.73,615,50,30,0.7605365853658537
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,467.71000000000004,322,16,7,1.4525155279503106
90200E,GREEN SWEETHEART BRACELET,467.54,110,50,27,4.250363636363637
21198,WHITE HEART CONFETTI IN TUBE,465.48,254,47,29,1.8325984251968506
85109,PINK BOUDOIR T-LIGHT HOLDER,465.23,4199,19,16,0.110795427482734
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,464.85,315,7,7,1.4757142857142858
20793,BLUE TILED TRAY,464.5,273,18,10,1.7014652014652014
20998,ROSE DU SUD OVEN GLOVE,464.03000000000003,147,63,29,3.1566666666666667
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,464.01,369,44,22,1.257479674796748
84972L,GIANT PINK HEART MEMO HOLDER,462.15000000000003,117,46,41,3.95
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,461.53,122,45,42,3.783032786885246
21222,SET/4 BADGES BEETLES,461.48,358,62,47,1.289050279329609
20831,GOLD PHOTO FRAME,461.43,258,40,20,1.7884883720930234
22608,PENS ASSORTED FUNKY JEWELED ,460.83000000000004,525,27,13,0.8777714285714286
84948,SILVER HANGING T-LIGHT HOLDER DOME,459.21000000000004,273,36,28,1.6820879120879122
22193,RED WALL CLOCK,459.0,60,1,1,7.65
22191,IVORY WALL CLOCK,459.0,60,1,1,7.65
85136B,BLUE SHARK HELICOPTER,457.87,57,45,37,8.03280701754386
22647,CERAMIC LOVE HEART MONEY BANK,456.81,327,38,30,1.3969724770642202
21090,SET/6 COLLAGE PAPER PLATES,456.59999999999997,696,62,39,0.6560344827586206
35915B,BLUE KNITTED HEN ,456.51,343,17,17,1.330932944606414
22124,SET OF 2 TEA TOWELS PING MICROWAVE,455.81000000000006,153,58,16,2.9791503267973862
84509A,ENGLISH ROSE PLACEMATS,455.18,117,32,19,3.8904273504273506
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",453.99,1059,58,39,0.4286968838526912
21220,SET/4 BADGES DOGS,453.71,325,73,37,1.3960307692307692
21750,LARGE SKULL WINDMILL,452.17,214,37,29,2.112943925233645
20621,ECONOMY PASSPORT COVER ,451.67,207,33,23,2.1819806763285023
21503,TOYBOX  WRAP ,451.5,1075,41,38,0.42
82081,PINK HEARTS PHOTO ALBUM,451.35,174,23,11,2.5939655172413794
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,451.09000000000003,119,23,14,3.790672268907563
21265,PINK GOOSE FEATHER TREE 60CM,450.2,192,17,12,2.3447916666666666
90195B,BLACK GEMSTONE BRACELET,448.60999999999996,50,24,18,8.972199999999999
22538,MINI JIGSAW GO TO THE FAIR,447.71,1043,47,32,0.4292521572387344
85023B,EAU DE NILE JEWELLED PHOTOFRAME,447.0,188,25,23,2.377659574468085
17164D,ASS COL SMALL SAND FROG P'WEIGHT,447.0,1150,28,26,0.38869565217391305
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,446.83,338,59,23,1.32198224852071
85086A,CANDY SPOT HEART DECORATION,446.65,441,102,36,1.01281179138322
21723,ALPHABET HEARTS STICKER SHEET,446.13,498,82,51,0.8958433734939759
22718,CARD CAT AND TREE ,445.99,1022,100,62,0.4363894324853229
21529,RED RETROSPOT TOASTRACK,444.36,120,49,32,3.7030000000000003
85180B,PINK HEARTS LIGHT CHAIN ,444.28,94,20,11,4.726382978723404
22266,EASTER DECORATION HANGING BUNNY,444.26,655,69,42,0.6782595419847328
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,442.78,408,33,9,1.0852450980392156
90200A,PURPLE SWEETHEART BRACELET,442.47,104,54,23,4.254519230769231
35598B,BLACK CHRISTMAS TREE 60CM,442.28000000000003,400,36,23,1.1057000000000001
16243B,BROWN COZY SQUARE PHOTO ALBUM,441.77,212,8,1,2.083820754716981
84963B,BLUE PAINTED KASHMIRI CHAIR,441.65000000000003,15,5,5,29.443333333333335
84247L,FAWN AND MUSHROOM GREETING CARD,441.19,1021,92,59,0.4321155729676787
21014,SWISS CHALET TREE DECORATION ,439.84,588,80,40,0.7480272108843536
16259,PIECE OF CAMO STATIONERY SET,439.53,2093,24,21,0.21
62096B,PURPLE/TURQ FLOWERS HANDBAG,439.49,255,81,41,1.7234901960784315
16161M,WRAP  PINK FLOCK,439.0,1050,39,36,0.4180952380952381
22785,SQUARECUSHION COVER PINK UNION FLAG,438.96,62,28,25,7.08
21062,PARTY INVITES SPACEMAN,438.89,539,64,59,0.8142671614100185
20653,CHERRY BLOSSOM LUGGAGE TAG,438.61,1933,50,21,0.2269063631660631
79030A,"TUMBLER, ENGLISH ROSE",438.25,171,33,18,2.5628654970760234
85129C,BEADED CRYSTAL HEART BLUE SMALL,437.93,337,53,32,1.2994955489614244
84819,DANISH ROSE ROUND SEWING BOX,437.72,102,35,32,4.291372549019608
35922,EASTER BUNNY WREATH,437.39,69,26,11,6.3389855072463765
71279,PINK GLASS CANDLEHOLDER,437.35,125,42,17,3.4988
90161C,ANT COPPER LIME BOUDICCA BRACELET,436.26,87,51,16,5.01448275862069
47310M,"SMALL POP BOX,FUNKY MONKEY",435.74,337,52,20,1.2929970326409497
22486,PLASMATRONIC LAMP,435.45,35,16,14,12.44142857142857
35953,FOLKART STAR CHRISTMAS DECORATIONS,434.8,336,27,22,1.2940476190476191
20694,FLORAL PINK MONSTER,434.79,123,38,14,3.534878048780488
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,434.56,17,17,0,25.56235294117647
22343,PARTY PIZZA DISH RED WHITE SPOT ,434.07,488,34,21,0.8894877049180328
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,433.64,242,58,38,1.791900826446281
84510F,SET OF 4 NEW ENGLAND COASTERS ,432.75,1099,38,23,0.3937670609645132
22263,FELT EGG COSY LADYBIRD ,431.40999999999997,510,54,23,0.8459019607843137
22247,BUNNY DECORATION MAGIC GARDEN,431.34999999999997,516,69,37,0.8359496124031007
84858B,BLUE RIVIERA HANDBAG,431.0,326,9,8,1.322085889570552
72132,COLUMBIAN CUBE CANDLE,430.95,533,18,14,0.8085365853658536
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,430.63,82,53,23,5.251585365853659
21393,BLUE POLKADOT PUDDING BOWL,429.49,2545,10,9,0.1687583497053045
37464,ROBOT MUG IN DISPLAY BOX,428.68,314,81,44,1.3652229299363057
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,428.43,201,42,38,2.131492537313433
85146,JARDIN ETCHED GLASS SMALL BELL JAR,428.27000000000004,73,20,17,5.8667123287671235
84966B,BLUE KASHMIRI BOXED MIRROR,428.0,33,4,3,12.969696969696969
22264,FELT FARM ANIMAL WHITE BUNNY ,427.09999999999997,466,74,47,0.9165236051502145
21530,DAIRY MAID TOASTRACK,426.65000000000003,127,43,28,3.359448818897638
84707B,PINK JEWELLED MIRROR TRINKET TRAY,426.39,47,35,10,9.072127659574468
22761,CHEST 7 DRAWER MA CAMPAGNE,425.09999999999997,18,11,8,23.616666666666664
21757,LIGHTHOUSE PRINTED METAL SIGN,424.6,74,39,12,5.737837837837838
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",424.53,608,37,26,0.6982401315789474
20715,LITTLE FLOWER SHOPPER BAG,424.0,400,1,1,1.06
45016,DECORATIVE NET CANOPY LEOPARD,423.73,101,25,8,4.195346534653465
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,422.97999999999996,490,31,26,0.8632244897959183
22897,OVEN MITT APPLES DESIGN,422.90999999999997,279,59,46,1.515806451612903
21729,SMALL MARAKESH METAL  LANTERN ,422.9,124,30,19,3.4104838709677416
22446,PIN CUSHION RUSSIAN DOLL PINK,422.45000000000005,121,33,24,3.491322314049587
16015,MEDIUM CHINESE STYLE SCISSOR,421.9,911,42,28,0.4631174533479692
22407,MONEY BOX FIRST ADE DESIGN,421.84000000000003,344,51,40,1.226279069767442
22786,CUSHION COVER PINK UNION JACK,421.52,64,27,24,6.58625
22167, OVAL WALL MIRROR DIAMANTE ,421.33,35,23,9,12.038
51020B,STRIPY DESIGN SHOWER CAP,421.29999999999995,890,47,35,0.4733707865168539
22840,"CAKE TIN, ROUND, VINTAGE RED,CREAM",421.05,59,10,10,7.136440677966102
47579,TEA TIME BREAKFAST BASKET,420.87,185,55,37,2.274972972972973
46776C,WOVEN FROST CUSHION COVER,420.73,143,39,8,2.9421678321678324
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,420.44,38,29,0,11.06421052631579
84875D,BLUE SQUARE COMPACT MIRROR,420.0,320,29,11,1.3125
84967C,GREEN KASHMIRI OCCASIONAL TABLE,419.85,9,4,3,46.650000000000006
84770,ROUND GEORGIAN SILVER MIRROR,419.25000000000006,135,16,14,3.105555555555556
35095B,RED VICTORIAN FABRIC OVAL BOX,418.59,1095,83,42,0.3822739726027397
72750A,FLOWER FAIRY SET OF 3 LILY CANDLES,417.7,206,8,6,2.0276699029126215
84532B,FAIRY CAKES RECTANGLUAR BOXES,417.58,54,31,21,7.732962962962962
85097B,BLUE ROCKING SINGING CANARY,417.17,106,40,25,3.9355660377358492
37482P,CUBIC MUG PINK POLKA DOT,416.71000000000004,118,27,17,3.531440677966102
84820,DANISH ROSE TRINKET TRAYS,416.32,64,23,16,6.505
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,416.01,49,39,35,8.49
22985,"WRAP, BILLBOARD FONTS DESIGN",415.8,990,39,37,0.42
20803,SMALL PINK GLASS SUNDAE DISH,414.88,215,46,26,1.929674418604651
85186A,EASTER BUNNY GARLAND OF FLOWERS,414.78000000000003,909,83,43,0.45630363036303634
84529C,YELLOW KNITTED KIDS RUCKSACK,414.74,78,37,9,5.317179487179487
22053,EMPIRE DESIGN ROSETTE,414.46999999999997,307,59,38,1.3500651465798044
21986,PACK OF 12 PINK POLKADOT TISSUES,414.33,1144,92,66,0.3621765734265734
84997b,RED 3 PIECE MINI DOTS CUTLERY SET,414.18,49,7,0,8.45265306122449
84007,MAGIC GARDEN MOUNT FUJI,413.12,157,39,30,2.6313375796178344
22229,BUNNY WOODEN PAINTED WITH FLOWER ,412.84,439,84,51,0.9404100227790432
85112,S/3 TEAR DROP CUT GLASS DECORATION,412.77,465,34,20,0.8876774193548387
21341,KASBAH LANTERN WITH GLASS ,410.64,72,29,15,5.703333333333333
84509B,FAIRY CAKE PLACEMATS,409.94,107,28,20,3.831214953271028
40046A,RED DAISY PAPER LAMPSHADE,409.57,305,56,21,1.3428524590163935
16169F,WRAP BLIZZARD,409.5,975,34,34,0.42
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,408.9,230,16,13,1.7778260869565217
22786,PILLOWCUSHION COVER PINK UNION JACK,408.83000000000004,67,22,17,6.101940298507463
21252,SET OF MEADOW  FLOWER STICKERS,408.66,168,22,14,2.4325
22420,LIPSTICK PEN BABY PINK,408.55,784,113,59,0.521109693877551
21026,SPACE OWL,408.5,298,60,31,1.3708053691275168
22324,BAG FOR CHILDREN VINTAGE BLUE ,408.0,96,1,1,4.25
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",408.0,160,43,32,2.55
22323,BAG FOR CHILDREN VINTAGE PINK ,408.0,96,1,1,4.25
84968D,SET OF 16 VINTAGE RED CUTLERY,407.98,30,15,13,13.599333333333334
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,407.88,92,36,28,4.433478260869565
22701,PINK DOG BOWL,406.54,128,45,33,3.17609375
84708B,PINK JEWELLED PHOTO FRAME ,406.44,80,34,24,5.0805
22799,SWEETHEART WIRE FRUIT BOWL,406.26,47,20,18,8.643829787234042
22776,"CAKESTAND, 3 TIER, LOVEHEART",405.5,46,7,7,8.815217391304348
20823,GOLD WINE GOBLET,404.15000000000003,89,11,9,4.5410112359550565
20674,GREEN POLKADOT BOWL,403.88,310,50,31,1.3028387096774194
37444B,BLUE BREAKFAST CUP AND SAUCER ,403.7,2008,26,13,0.20104581673306773
82076,BEECH WOOD PHOTO FRAME ,403.64,290,19,5,1.3918620689655172
21285,RETROSPOT CANDLE  MEDIUM,403.57,384,22,16,1.0509635416666667
20696,FLORAL SOFT CAR TOY,402.37,99,32,21,4.064343434343434
84984B,RED PEONY CUSHION COVER ,401.8,292,5,3,1.3760273972602741
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,401.32,214,37,18,1.8753271028037384
84932B,SMALL PINK PEONY FOLDING STOOL,401.3,189,17,17,2.1232804232804234
21001,ROSE DU SUD WASHBAG ,400.82,75,45,18,5.344266666666667
84923,PINK BUTTERFLY HANDBAG W BOBBLES,400.75,85,60,5,4.714705882352941
21417,COCKLE SHELL DISH,400.41,164,52,21,2.4415243902439028
85194S,HANGING SPRING FLOWER EGG SMALL,400.29,563,59,38,0.7109946714031972
85007,SET OF 3 VINTAGE TEA TIME BOXES,399.62,143,21,16,2.7945454545454544
22893,MINI CAKE STAND T-LIGHT HOLDER,399.47999999999996,902,44,28,0.4428824833702882
21442,GREEN BIRDHOUSE DECORATION,398.69,537,78,38,0.74243947858473
20889,JARDIN DE FEMME SCENTED CANDLE,398.04,657,13,12,0.6058447488584475
84876D,BLUE HEART COMPACT MIRROR,398.02,207,20,15,1.9228019323671497
21943,CAKES AND RABBITS DESIGN FLANNEL ,397.98999999999995,474,101,30,0.8396413502109704
D,Discount,397.89,196,5,5,2.030051020408163
85130D,BEADED CRYSTAL HEART PINK LARGE,397.81,228,46,25,1.744780701754386
22922,FRIDGE MAGNETS US DINER ASSORTED,396.9,522,14,13,0.7603448275862068
85167A,WHITE GRAND BAROQUE PHOTO FRAME,396.8,176,14,12,2.2545454545454544
84051,ASS COLOUR GLOWING TIARAS,396.17,469,36,27,0.8447121535181237
21386,IVORY HANGING DECORATION  EGG,395.14,439,54,33,0.9000911161731207
84726,LILLIES CANVAS PICTURE,394.85,233,5,4,1.6946351931330472
84597C,RETRO PINK BALL ASHTRAY ,394.73,319,32,14,1.2373981191222572
90209B,GREEN ENAMEL+GLASS HAIR COMB,394.01,205,48,3,1.922
85019C,CURIOUS  IMAGES NOTEBOOK SET,393.22,244,15,13,1.6115573770491805
22965,3 TRADITIONAL COOKIE CUTTERS  SET,392.40000000000003,204,8,8,1.9235294117647062
90200B,BLACK SWEETHEART BRACELET,391.12,92,38,17,4.251304347826087
84596L,BISCUITS SMALL BOWL LIGHT BLUE,390.84,286,87,39,1.3665734265734264
20819,SILVER TEDDY BEAR,390.52,165,39,28,2.366787878787879
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,390.45,34,20,16,11.483823529411765
47562,ENGLISH ROSE IRONING BOARD COVER,390.0,104,41,16,3.75
22391,PAPERWEIGHT HOME SWEET HOME,389.61,165,37,32,2.3612727272727274
84081,WHITE CERAMIC PARTY SET (5PCS),389.3,100,20,14,3.8930000000000002
16044,POP-ART FLUORESCENT PENS,389.22,6193,3,2,0.06284837720006459
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",389.18,238,96,27,1.6352100840336135
85186C,BUNNY EGG GARLAND,389.02,872,74,45,0.44612385321100917
21221,SET/4 BADGES CUTE CREATURES,388.21999999999997,286,57,34,1.3574125874125873
84683,CLASSICAL ROSE CANDLESTAND,387.16,368,36,15,1.0520652173913043
84292,ROSE PINK METAL FOLDING CHAIR,385.98,44,14,11,8.772272727272728
85027L,FRENCH CHATEAU LARGE PLATTER ,385.95,121,23,20,3.1896694214876034
20662,FIRST CLASS HOLIDAY PURSE ,385.93000000000006,699,31,19,0.5521173104434908
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,384.53999999999996,233,15,15,1.6503862660944204
20781,GOLD EAR MUFF HEADPHONES,384.14,71,38,20,5.410422535211268
84663A,GRASS HOPPER WOODEN WALL CLOCK ,384.09000000000003,103,32,13,3.7290291262135926
79030D,"TUMBLER, BAROQUE",384.03000000000003,435,16,12,0.8828275862068966
22698,TEACUP AND SAUCER REGENCY PINK,384.0,144,9,9,2.6666666666666665
90161D,ANT COPPER PINK BOUDICCA BRACELET,383.9,77,43,13,4.985714285714286
22838,"CAKE TIN, 3 TIER RED/IVORY",383.4,28,8,8,13.692857142857141
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,383.03000000000003,407,16,15,0.9411056511056511
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,382.64,352,40,20,1.0870454545454544
84968E,SET OF 16 VINTAGE BLACK CUTLERY,382.5,30,14,13,12.75
84584,PINK GINGHAM CAT WITH SCARF,382.24,138,45,31,2.769855072463768
46776E,WOVEN CANDY CUSHION COVER ,382.09,140,41,5,2.7292142857142854
20845,ZINC HEART LATTICE 2 WALL PLANTER,381.62,57,13,9,6.695087719298246
16207B,PINK HEART RED HANDBAG,381.51,236,28,9,1.6165677966101695
90035B,"PEARL & SHELL 42""NECKL. PINK",380.89,43,4,4,8.857906976744186
72801E,S/4 FESTIVE GREEN DINNER CANDLES,380.84,718,22,17,0.5304178272980501
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,380.73,152,32,28,2.5048026315789476
72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",380.35,193,9,8,1.9707253886010363
22044,CHRISTMAS CARD STACK OF PRESENTS,379.04,1184,57,52,0.32013513513513514
22248,DECORATION  PINK CHICK MAGIC GARDEN,378.07,421,65,39,0.8980285035629454
22707,WRAP MONSTER FUN ,378.0,900,34,31,0.42
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",377.99000000000007,102,38,11,3.705784313725491
84533B,FAIRY CAKES ROUND NESTING BOXES,377.93,59,24,17,6.405593220338983
84920,PINK FLOWER FABRIC PONY,377.9,91,42,25,4.152747252747252
22815,CARD PSYCHEDELIC APPLES,377.44,868,78,50,0.43483870967741933
84827,ASS DES PHONE SPONGE CRAFT STICKER,377.0,580,18,15,0.65
20976,12 PENCILS SMALL TUBE POSY,376.34000000000003,549,76,51,0.6855009107468124
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,376.05,236,32,16,1.5934322033898305
20851,ZINC HEART LATTICE TRAY OVAL ,376.02,326,21,17,1.153435582822086
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,375.44,304,44,40,1.235
21441,BLUE BIRDHOUSE DECORATION,375.28999999999996,520,73,38,0.7217115384615383
22852,DOG BOWL VINTAGE CREAM,374.75,91,30,27,4.118131868131868
22100,SKULLS SQUARE TISSUE BOX,374.73,261,78,44,1.4357471264367816
79071B,ENGLISH ROSE METAL WASTE BIN,374.70000000000005,122,55,43,3.0713114754098365
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,373.80000000000007,172,6,6,2.1732558139534888
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,372.69,315,28,23,1.183142857142857
84680,CLASSICAL ROSE URN,372.3,94,17,14,3.9606382978723405
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,372.28999999999996,41,27,13,9.080243902439024
84859C,PINK DISCO HANDBAG,372.2,220,17,13,1.6918181818181817
90161B,ANT COPPER TURQ BOUDICCA BRACELET,371.55,74,41,12,5.020945945945946
22511,DOORSTOP RUSSIAN DOLL RETROSPOT,371.1,101,35,31,3.6742574257425744
21311,SET/4 BIRD MIRROR MAGNETS ,370.94,248,46,27,1.4957258064516128
20666,ECONOMY HOLIDAY PURSE,370.92,881,29,18,0.42102156640181615
22559,SEASIDE FRISBEE ,370.54,308,26,21,1.2030519480519482
90120A,PINK MURANO TWIST BRACELET,370.19,87,39,14,4.255057471264368
21459,YELLOW EASTER EGG HUNT START POST,370.17,187,25,18,1.97951871657754
90143,SILVER BRACELET W PASTEL FLOWER,370.02,49,24,8,7.551428571428571
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,369.96,684,28,28,0.5408771929824561
85020,ROUND PINK HEART MIRROR,369.88,166,39,27,2.228192771084337
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,369.59999999999997,241,19,8,1.533609958506224
85159B,"WHITE TEA,COFFEE,SUGAR JARS",369.0,37,29,8,9.972972972972974
84859B,BLUE DISCO HANDBAG,368.65,251,7,4,1.4687250996015935
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,368.3,454,21,19,0.8112334801762114
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,367.95,223,66,53,1.65
85019A,ROMANTIC IMAGES NOTEBOOK SET,367.69,237,17,14,1.551434599156118
47503G,ASS FLORAL PRINT TAPE MEASURE,367.36,284,35,21,1.2935211267605635
47504G,ENGLISH ROSE TAPE MEASURE,366.81,266,57,38,1.378984962406015
84569A,PACK 3 IRON ON DOG PATCHES,366.6,282,50,37,1.3
35915A,CREAM KNITTED HEN,365.76,288,1,1,1.27
20618,QUEEN OF THE SKIES PASSPORT COVER ,364.25,150,62,38,2.4283333333333332
16169M,WRAP DAISY CARPET ,363.75,1400,34,33,0.2598214285714286
20752,BLUE POLKADOT WASHING UP GLOVES,363.49,154,66,42,2.3603246753246756
85212,MINI PAINTED GARDEN DECORATION ,363.04999999999995,384,43,24,0.9454427083333332
22321,BIRD DECORATION RED RETROSPOT,362.74,424,41,19,0.8555188679245284
20906,VINTAGE NOTEBOOK BEAUTY GIRL,362.34000000000003,99,46,24,3.66
22096,PINK PAISLEY SQUARE TISSUE BOX ,362.28999999999996,305,67,49,1.1878360655737703
