InvoiceNo,InvoiceValue,TotalItems,UniqueProducts,CustomerID,Country,InvoiceDate
521230,47.949999999999996,9,9,,United Kingdom,2010-09-03 11:08:00
521244,1723.08,800,13,15061.0,United Kingdom,2010-09-03 11:23:00
521250,958.8799999999999,640,5,15061.0,United Kingdom,2010-09-03 11:25:00
521254,405.6,240,1,15061.0,United Kingdom,2010-09-03 11:26:00
521268,136.5,70,6,15378.0,United Kingdom,2010-09-03 11:30:00
521269,804.6,420,7,13408.0,United Kingdom,2010-09-03 11:31:00
521284,433.85,59,7,16985.0,United Kingdom,2010-09-03 11:39:00
521287,582.64,438,37,16100.0,United Kingdom,2010-09-03 11:39:00
521293,53.1,18,1,13346.0,United Kingdom,2010-09-03 11:41:00
521294,320.78000000000003,150,17,16177.0,United Kingdom,2010-09-03 11:42:00
521305,9.4,8,3,,United Kingdom,2010-09-03 11:48:00
521307,463.7,167,26,16823.0,United Kingdom,2010-09-03 11:49:00
521312,195.0,100,1,12939.0,United Kingdom,2010-09-03 11:54:00
521313,1980.0,1200,3,12939.0,United Kingdom,2010-09-03 11:55:00
521314,788.4,72,1,17949.0,United Kingdom,2010-09-03 11:59:00
521315,5293.92,13008,2,15838.0,United Kingdom,2010-09-03 12:01:00
521316,479.4,236,4,16029.0,United Kingdom,2010-09-03 12:04:00
521317,488.06,355,75,17854.0,United Kingdom,2010-09-03 12:06:00
521318,1515.02,2726,4,16754.0,United Kingdom,2010-09-03 12:06:00
521319,404.29999999999995,586,32,14009.0,United Kingdom,2010-09-03 12:08:00
521324,123.75,46,19,18109.0,United Kingdom,2010-09-03 12:21:00
521325,1161.6,768,13,17677.0,United Kingdom,2010-09-03 12:22:00
521326,23.4,36,1,16947.0,United Kingdom,2010-09-03 12:22:00
521327,200.4,112,2,17677.0,United Kingdom,2010-09-03 12:23:00
521328,318.65,95,19,15092.0,United Kingdom,2010-09-03 12:33:00
521329,493.86,362,9,16525.0,United Kingdom,2010-09-03 12:44:00
521339,3752.4,2248,10,15769.0,United Kingdom,2010-09-03 12:52:00
521340,54.2,6,5,16235.0,United Kingdom,2010-09-03 13:06:00
521341,290.69,76,11,12440.0,Austria,2010-09-03 13:11:00
521342,634.35,373,9,17669.0,United Kingdom,2010-09-03 13:13:00
521343,577.08,295,26,12681.0,France,2010-09-03 13:18:00
521344,638.09,355,27,16735.0,United Kingdom,2010-09-03 13:45:00
521345,136.31,97,21,16289.0,United Kingdom,2010-09-03 14:02:00
521349,317.41,135,19,13037.0,United Kingdom,2010-09-03 14:22:00
521350,532.9,200,16,13078.0,United Kingdom,2010-09-03 14:28:00
521351,5.85,3,3,17961.0,United Kingdom,2010-09-03 14:39:00
521352,676.22,334,25,17428.0,United Kingdom,2010-09-03 14:40:00
521353,168.23,76,39,18036.0,United Kingdom,2010-09-03 14:41:00
521354,114.0,61,6,12361.0,Belgium,2010-09-03 15:19:00
521355,6.640000000000001,4,2,,United Kingdom,2010-09-03 15:31:00
521356,184.8,56,3,16331.0,United Kingdom,2010-09-03 15:47:00
521357,2349.24,593,225,,United Kingdom,2010-09-03 16:04:00
521358,17.4,12,1,16422.0,United Kingdom,2010-09-03 16:12:00
521360,148.71,57,6,14163.0,United Kingdom,2010-09-03 17:15:00
521361,1240.8,302,7,17858.0,United Kingdom,2010-09-03 17:23:00
521362,130.0,13,2,17858.0,United Kingdom,2010-09-03 17:24:00
521363,655.0,548,23,15255.0,United Kingdom,2010-09-05 10:06:00
521364,311.88,308,6,16843.0,United Kingdom,2010-09-05 10:31:00
521365,1094.0900000000001,523,49,14911.0,EIRE,2010-09-05 10:44:00
521366,222.36,93,71,16782.0,United Kingdom,2010-09-05 10:54:00
521367,306.36,201,18,14753.0,United Kingdom,2010-09-05 11:04:00
521368,254.0,40,4,15981.0,United Kingdom,2010-09-05 11:13:00
521369,233.52,187,30,16085.0,United Kingdom,2010-09-05 11:14:00
521370,78.9,78,3,17707.0,United Kingdom,2010-09-05 11:16:00
521371,120.0,32,2,13250.0,United Kingdom,2010-09-05 11:33:00
521372,127.05,44,9,13809.0,Cyprus,2010-09-05 11:42:00
521373,170.3,155,8,12437.0,France,2010-09-05 11:47:00
521374,156.5,65,38,14606.0,United Kingdom,2010-09-05 11:57:00
521375,619.14,351,26,12647.0,Germany,2010-09-05 11:58:00
521376,618.04,392,6,13798.0,United Kingdom,2010-09-05 11:59:00
521377,186.0,72,5,13824.0,United Kingdom,2010-09-05 12:01:00
521378,203.56,77,16,16434.0,United Kingdom,2010-09-05 12:05:00
521379,138.15,44,26,17757.0,United Kingdom,2010-09-05 12:22:00
521380,219.7,130,1,15461.0,United Kingdom,2010-09-05 12:31:00
521381,427.32,320,26,13506.0,United Kingdom,2010-09-05 12:33:00
521383,222.47,100,22,15751.0,United Kingdom,2010-09-05 12:44:00
521384,510.96,592,7,16422.0,United Kingdom,2010-09-05 12:52:00
521385,340.6,166,13,14709.0,United Kingdom,2010-09-05 12:55:00
521386,177.8,93,29,17085.0,United Kingdom,2010-09-05 13:07:00
521387,475.58000000000004,192,20,14426.0,United Kingdom,2010-09-05 13:08:00
521388,195.0,100,5,15887.0,United Kingdom,2010-09-05 13:41:00
521389,525.83,241,39,13032.0,United Kingdom,2010-09-05 14:01:00
521390,678.47,358,57,16327.0,United Kingdom,2010-09-05 14:03:00
521391,376.92,192,6,13434.0,United Kingdom,2010-09-05 14:13:00
521392,530.57,359,33,16170.0,United Kingdom,2010-09-05 14:40:00
521393,1071.91,574,48,14194.0,United Kingdom,2010-09-05 15:27:00
521394,158.02,152,9,14318.0,United Kingdom,2010-09-05 15:32:00
521395,135.17000000000002,41,13,13617.0,United Kingdom,2010-09-05 15:47:00
521396,80.23,37,5,13785.0,United Kingdom,2010-09-05 16:01:00
521397,270.84,165,67,16549.0,United Kingdom,2010-09-05 16:02:00
521398,394.47,200,49,14415.0,United Kingdom,2010-09-05 16:10:00
521399,230.4,1440,1,14609.0,United Kingdom,2010-09-06 09:32:00
521400,1188.0,240,3,14145.0,United Kingdom,2010-09-06 09:53:00
521401,468.0,195,5,12524.0,Germany,2010-09-06 10:10:00
521402,239.3,130,16,12744.0,Singapore,2010-09-06 10:15:00
521403,2382.92,1022,58,12744.0,Singapore,2010-09-06 10:19:00
521404,162.60000000000002,92,7,12744.0,Singapore,2010-09-06 10:24:00
521405,231.76,60,14,13785.0,United Kingdom,2010-09-06 10:37:00
521406,979.0,411,22,13093.0,United Kingdom,2010-09-06 10:42:00
521407,39.79,18,16,12748.0,United Kingdom,2010-09-06 11:07:00
521426,434.02,286,24,12490.0,France,2010-09-06 11:21:00
521430,2204.76,3052,10,17404.0,Sweden,2010-09-06 11:22:00
521441,114.4,81,28,15543.0,United Kingdom,2010-09-06 11:28:00
521450,750.9,367,31,14442.0,Channel Islands,2010-09-06 11:32:00
521452,247.65,87,16,15712.0,United Kingdom,2010-09-06 11:33:00
521467,230.51,115,16,13842.0,United Kingdom,2010-09-06 11:49:00
521469,356.3,178,37,16255.0,United Kingdom,2010-09-06 11:57:00
521470,654.45,263,60,16246.0,United Kingdom,2010-09-06 12:04:00
521471,1238.85,685,28,14680.0,United Kingdom,2010-09-06 12:09:00
521473,349.75,169,69,15719.0,United Kingdom,2010-09-06 12:16:00
521475,214.5,110,8,13070.0,United Kingdom,2010-09-06 12:37:00
521476,75.0,28,12,14527.0,United Kingdom,2010-09-06 12:43:00
521477,546.51,185,21,12986.0,United Kingdom,2010-09-06 12:43:00
521478,349.06,221,69,17841.0,United Kingdom,2010-09-06 12:55:00
521479,1095.95,690,36,12758.0,Portugal,2010-09-06 13:02:00
521480,168.6,108,4,12779.0,Poland,2010-09-06 13:14:00
521482,589.12,320,15,15809.0,United Kingdom,2010-09-06 13:20:00
521483,1157.32,801,31,13093.0,United Kingdom,2010-09-06 13:26:00
521484,370.09000000000003,382,49,17585.0,United Kingdom,2010-09-06 13:26:00
521486,1836.85,608,174,,United Kingdom,2010-09-06 13:36:00
521488,2267.6,393,157,,United Kingdom,2010-09-06 13:42:00
521493,418.39,172,18,14248.0,United Kingdom,2010-09-06 14:04:00
521494,457.3,324,21,13426.0,United Kingdom,2010-09-06 14:05:00
521495,304.14,118,16,13050.0,United Kingdom,2010-09-06 14:10:00
521496,781.22,511,41,12510.0,Spain,2010-09-06 14:27:00
521507,140.87,45,11,13032.0,United Kingdom,2010-09-06 14:33:00
521515,395.59,223,83,13736.0,United Kingdom,2010-09-06 14:36:00
521518,39.3,34,4,13032.0,United Kingdom,2010-09-06 14:37:00
521521,5.8,4,1,13032.0,United Kingdom,2010-09-06 14:38:00
521527,5.8,4,1,13736.0,United Kingdom,2010-09-06 14:40:00
521532,197.25,83,8,15122.0,United Kingdom,2010-09-06 14:46:00
521533,22.5,18,2,13032.0,United Kingdom,2010-09-06 14:46:00
521539,152.95000000000002,44,9,17975.0,United Kingdom,2010-09-06 14:54:00
521541,347.49,197,20,14915.0,United Kingdom,2010-09-06 14:58:00
521544,1410.46,540,19,16705.0,United Kingdom,2010-09-06 15:12:00
521546,374.5,282,19,13769.0,United Kingdom,2010-09-06 15:28:00
521547,90.65,23,5,13133.0,United Kingdom,2010-09-06 15:30:00
521548,14.85,3,1,13769.0,United Kingdom,2010-09-06 15:31:00
521549,559.3,129,20,14156.0,EIRE,2010-09-06 15:55:00
521553,174.6,68,10,12963.0,United Kingdom,2010-09-06 16:16:00
521554,202.65,59,11,15489.0,United Kingdom,2010-09-06 16:16:00
521555,938.26,250,148,,United Kingdom,2010-09-06 16:17:00
521556,9.899999999999999,6,2,,United Kingdom,2010-09-06 16:42:00
521557,552.67,334,37,13983.0,United Kingdom,2010-09-06 17:13:00
521558,420.95,269,22,16314.0,United Kingdom,2010-09-07 09:31:00
521559,129.87,129,7,16600.0,United Kingdom,2010-09-07 09:35:00
521560,621.6,112,3,14952.0,United Kingdom,2010-09-07 10:17:00
521561,125.66,58,8,13137.0,United Kingdom,2010-09-07 10:19:00
521562,256.5,78,7,14952.0,United Kingdom,2010-09-07 10:20:00
521563,428.7,353,27,12921.0,United Kingdom,2010-09-07 10:26:00
521564,127.2,24,8,15885.0,United Kingdom,2010-09-07 10:43:00
521565,184.44000000000003,164,4,15189.0,United Kingdom,2010-09-07 10:54:00
521566,3960.1,2642,19,13694.0,United Kingdom,2010-09-07 10:54:00
521567,1226.8,1160,6,13694.0,United Kingdom,2010-09-07 10:56:00
521568,2403.1,1362,31,17511.0,United Kingdom,2010-09-07 10:59:00
521569,268.31,179,17,12437.0,France,2010-09-07 11:40:00
521570,461.63,173,36,15039.0,United Kingdom,2010-09-07 11:43:00
521571,408.53000000000003,228,18,13787.0,United Kingdom,2010-09-07 11:55:00
521572,411.12,144,3,16029.0,United Kingdom,2010-09-07 12:00:00
521574,252.0,120,1,13082.0,United Kingdom,2010-09-07 12:18:00
521575,575.1,292,21,12859.0,United Kingdom,2010-09-07 12:20:00
521577,796.86,534,36,13001.0,United Kingdom,2010-09-07 12:30:00
521584,377.47,163,21,16556.0,United Kingdom,2010-09-07 12:34:00
521588,111.0,108,6,16832.0,United Kingdom,2010-09-07 12:35:00
521593,213.69,277,11,15289.0,United Kingdom,2010-09-07 12:38:00
521617,1166.99,667,19,16336.0,United Kingdom,2010-09-07 12:53:00
521642,812.13,641,52,14911.0,EIRE,2010-09-07 13:04:00
521645,920.7,514,18,15311.0,United Kingdom,2010-09-07 13:12:00
521646,1725.65,516,191,,United Kingdom,2010-09-07 13:20:00
521647,93.95,67,20,14606.0,United Kingdom,2010-09-07 13:25:00
521648,7.95,1,1,14606.0,United Kingdom,2010-09-07 13:26:00
521649,353.65,130,47,14968.0,United Kingdom,2010-09-07 13:28:00
521650,385.6,380,12,14060.0,United Kingdom,2010-09-07 13:36:00
521651,180.87,123,13,12576.0,Poland,2010-09-07 13:41:00
521652,355.51,381,20,17692.0,United Kingdom,2010-09-07 13:50:00
521653,171.38,109,21,13571.0,United Kingdom,2010-09-07 13:52:00
521654,104.6,30,8,17965.0,United Kingdom,2010-09-07 13:58:00
521656,232.23,205,30,16221.0,United Kingdom,2010-09-07 14:04:00
521658,195.15,71,12,14395.0,United Kingdom,2010-09-07 14:08:00
521660,122.56,34,9,14818.0,United Kingdom,2010-09-07 14:16:00
521661,256.99,150,14,12605.0,Germany,2010-09-07 14:21:00
521662,261.55,80,24,16952.0,United Kingdom,2010-09-07 14:31:00
521663,564.47,438,34,15367.0,United Kingdom,2010-09-07 14:46:00
521664,189.85,83,31,17611.0,United Kingdom,2010-09-07 14:54:00
521665,744.37,395,39,15674.0,United Kingdom,2010-09-07 15:01:00
521666,203.33999999999997,162,2,16660.0,United Kingdom,2010-09-07 15:09:00
521668,540.52,344,19,12819.0,United Kingdom,2010-09-07 15:20:00
521682,165.0,100,1,17031.0,United Kingdom,2010-09-07 15:30:00
521683,68.0,200,1,12891.0,United Kingdom,2010-09-07 15:31:00
521684,119.03999999999999,168,6,17212.0,United Kingdom,2010-09-07 15:46:00
521685,145.47,53,9,15741.0,United Kingdom,2010-09-07 16:21:00
521686,519.1,390,28,12921.0,United Kingdom,2010-09-07 16:23:00
521687,135.85,19,6,13092.0,United Kingdom,2010-09-07 16:45:00
521689,1620.0,432,1,14646.0,Netherlands,2010-09-07 17:03:00
521691,1365.16,294,132,,United Kingdom,2010-09-07 17:19:00
521692,1374.46,567,65,14911.0,EIRE,2010-09-08 08:18:00
521693,701.7,316,37,13333.0,United Kingdom,2010-09-08 09:23:00
521695,258.6,180,10,13683.0,United Kingdom,2010-09-08 10:00:00
521696,192.58,118,11,13468.0,United Kingdom,2010-09-08 10:06:00
521697,104.05000000000001,33,8,15271.0,United Kingdom,2010-09-08 10:09:00
521698,135.4,44,9,13076.0,United Kingdom,2010-09-08 10:27:00
521699,312.24,344,10,13450.0,United Kingdom,2010-09-08 10:43:00
521700,430.27000000000004,338,29,14740.0,United Kingdom,2010-09-08 10:54:00
521722,368.7,386,9,12594.0,Italy,2010-09-08 11:29:00
521737,148.65,95,10,15141.0,United Kingdom,2010-09-08 11:33:00
521742,519.45,458,26,12777.0,United Kingdom,2010-09-08 11:35:00
521758,68.4,30,4,15488.0,United Kingdom,2010-09-08 11:40:00
521765,600.2,205,16,12471.0,Germany,2010-09-08 11:54:00
521766,20.28,36,2,12471.0,Germany,2010-09-08 11:54:00
521767,604.53,316,84,15752.0,United Kingdom,2010-09-08 11:56:00
521768,441.72,164,8,16839.0,United Kingdom,2010-09-08 12:06:00
521769,25.0,1,1,12761.0,Netherlands,2010-09-08 12:17:00
521770,539.7,224,24,16150.0,United Kingdom,2010-09-08 12:24:00
521771,941.8,602,62,13931.0,United Kingdom,2010-09-08 12:33:00
521775,210.68,124,12,13728.0,United Kingdom,2010-09-08 12:38:00
521781,198.7,537,8,14135.0,United Kingdom,2010-09-08 12:42:00
521784,76.32000000000001,72,1,16027.0,United Kingdom,2010-09-08 12:44:00
521785,108.16,64,1,16771.0,United Kingdom,2010-09-08 12:46:00
521786,325.72,244,3,15793.0,United Kingdom,2010-09-08 12:47:00
521787,134.70000000000002,76,9,18075.0,United Kingdom,2010-09-08 12:49:00
521788,229.73,219,17,13005.0,United Kingdom,2010-09-08 12:52:00
521790,281.02,157,15,12575.0,France,2010-09-08 13:09:00
521791,276.94,193,20,14667.0,United Kingdom,2010-09-08 13:30:00
521792,97.94,68,21,17220.0,United Kingdom,2010-09-08 13:43:00
521793,256.42,121,47,15339.0,United Kingdom,2010-09-08 13:46:00
521794,185.65,91,36,17068.0,United Kingdom,2010-09-08 13:52:00
521795,1426.24,284,116,,United Kingdom,2010-09-08 13:57:00
521796,127.33,82,36,17220.0,United Kingdom,2010-09-08 13:57:00
521797,286.74,188,12,15627.0,United Kingdom,2010-09-08 14:14:00
521798,587.55,317,24,15615.0,United Kingdom,2010-09-08 14:14:00
521799,316.0,188,9,14282.0,United Kingdom,2010-09-08 14:16:00
521800,498.40000000000003,218,19,18226.0,United Kingdom,2010-09-08 14:17:00
521808,259.15,303,14,18041.0,United Kingdom,2010-09-08 14:32:00
521809,15.0,1,1,14911.0,EIRE,2010-09-08 14:33:00
521810,192.35,101,14,16768.0,United Kingdom,2010-09-08 14:45:00
521811,402.37,153,64,16713.0,United Kingdom,2010-09-08 14:57:00
521812,15.0,1,1,16271.0,United Kingdom,2010-09-08 15:00:00
521813,946.1800000000001,634,39,13384.0,United Kingdom,2010-09-08 15:06:00
521815,429.51,235,16,13327.0,United Kingdom,2010-09-08 15:28:00
521816,483.94,166,34,15555.0,United Kingdom,2010-09-08 15:30:00
521817,352.53000000000003,200,17,16134.0,United Kingdom,2010-09-08 15:38:00
521819,138.32,102,10,13717.0,United Kingdom,2010-09-08 16:17:00
521820,209.24,138,10,17732.0,United Kingdom,2010-09-08 16:29:00
521821,745.9,474,13,15523.0,United Kingdom,2010-09-08 17:23:00
521822,1948.74,924,83,12714.0,France,2010-09-09 10:37:00
521829,737.3,354,20,17242.0,United Kingdom,2010-09-09 10:44:00
521839,731.33,540,49,12635.0,Germany,2010-09-09 10:50:00
521857,283.9,70,7,15606.0,United Kingdom,2010-09-09 11:00:00
521866,750.82,236,12,14918.0,United Kingdom,2010-09-09 11:02:00
521868,380.40000000000003,56,2,12980.0,United Kingdom,2010-09-09 11:04:00
521869,316.43,200,21,17612.0,United Kingdom,2010-09-09 11:12:00
521871,276.95,68,33,16972.0,United Kingdom,2010-09-09 11:20:00
521886,168.03,1,1,,United Kingdom,2010-09-09 11:39:00
521888,1895.0,1100,16,12770.0,Japan,2010-09-09 11:43:00
521889,96.89999999999999,48,6,14455.0,United Kingdom,2010-09-09 11:59:00
521890,85.5,42,2,15488.0,United Kingdom,2010-09-09 11:59:00
521891,345.40000000000003,116,11,15129.0,United Kingdom,2010-09-09 12:04:00
521892,17.700000000000003,6,1,15129.0,United Kingdom,2010-09-09 12:06:00
521893,316.51,285,21,13305.0,United Kingdom,2010-09-09 12:14:00
521896,400.35,152,18,12682.0,France,2010-09-09 12:19:00
521897,240.57,491,12,14064.0,United Kingdom,2010-09-09 12:22:00
521898,192.28,44,17,17243.0,United Kingdom,2010-09-09 12:24:00
521899,288.0,122,3,12647.0,Germany,2010-09-09 12:29:00
521900,261.0,203,21,16743.0,United Kingdom,2010-09-09 12:34:00
521901,359.28,219,49,14688.0,United Kingdom,2010-09-09 12:35:00
521907,212.4,48,13,17377.0,United Kingdom,2010-09-09 12:43:00
521908,264.0,91,25,15972.0,United Kingdom,2010-09-09 12:58:00
521909,70.80000000000001,24,1,18008.0,United Kingdom,2010-09-09 13:02:00
521910,319.94,241,21,13046.0,United Kingdom,2010-09-09 13:09:00
521911,270.0,3,1,15972.0,United Kingdom,2010-09-09 13:20:00
521912,382.84,223,70,15005.0,United Kingdom,2010-09-09 13:23:00
521913,155.91,107,9,17663.0,United Kingdom,2010-09-09 13:31:00
521914,326.65,170,18,12460.0,Belgium,2010-09-09 13:51:00
521915,314.40000000000003,80,9,15766.0,United Kingdom,2010-09-09 13:51:00
521916,258.95,141,22,16809.0,United Kingdom,2010-09-09 13:52:00
521917,311.52,104,5,13408.0,United Kingdom,2010-09-09 13:53:00
521920,206.15,17,10,16926.0,United Kingdom,2010-09-09 14:25:00
521921,1095.37,578,62,12681.0,France,2010-09-09 14:48:00
521922,642.52,390,38,12631.0,Finland,2010-09-09 14:49:00
521923,42.45,3,3,,United Kingdom,2010-09-09 15:07:00
521924,134.0,48,8,16886.0,United Kingdom,2010-09-09 15:08:00
521925,202.14000000000001,353,33,13069.0,United Kingdom,2010-09-09 15:14:00
521927,186.82,102,12,16638.0,United Kingdom,2010-09-09 15:22:00
521928,725.7,286,43,17456.0,United Kingdom,2010-09-09 15:28:00
521931,137.02,72,25,14606.0,United Kingdom,2010-09-09 15:44:00
521932,1509.98,333,134,,United Kingdom,2010-09-09 15:49:00
521935,306.89,279,23,15755.0,United Kingdom,2010-09-09 15:57:00
521936,318.14,124,20,14492.0,United Kingdom,2010-09-09 16:11:00
521938,199.85,127,13,18255.0,United Kingdom,2010-09-09 16:31:00
521941,445.05,1,1,,United Kingdom,2010-09-09 16:38:00
521944,202.83,77,6,17742.0,United Kingdom,2010-09-09 16:50:00
521945,447.05,265,30,16095.0,United Kingdom,2010-09-09 16:54:00
521946,715.24,317,14,16563.0,United Kingdom,2010-09-09 17:04:00
521947,53.81999999999999,34,3,15938.0,United Kingdom,2010-09-09 17:07:00
521948,107.48,98,8,12748.0,United Kingdom,2010-09-09 17:16:00
521949,1438.75,787,95,15150.0,United Kingdom,2010-09-09 17:16:00
521950,223.8,68,8,15150.0,United Kingdom,2010-09-09 17:19:00
521951,8.5,1,1,12748.0,United Kingdom,2010-09-09 17:27:00
521952,259.31,143,16,12683.0,France,2010-09-09 17:37:00
521953,129.75,129,16,17762.0,United Kingdom,2010-09-09 17:40:00
521954,282.59,133,50,17180.0,United Kingdom,2010-09-09 17:46:00
521955,186.56,134,19,16032.0,United Kingdom,2010-09-09 18:00:00
521958,251.32,132,15,12708.0,Germany,2010-09-09 18:14:00
521968,120.44,172,11,14444.0,United Kingdom,2010-09-09 18:56:00
521969,298.1,116,16,17473.0,United Kingdom,2010-09-09 19:03:00
521970,270.15,210,49,17282.0,United Kingdom,2010-09-09 19:23:00
521972,310.05,225,18,13875.0,United Kingdom,2010-09-09 19:36:00
521973,483.49,279,71,17366.0,United Kingdom,2010-09-09 19:46:00
521974,311.71,309,66,15861.0,United Kingdom,2010-09-09 19:56:00
521975,445.15,301,41,13969.0,United Kingdom,2010-09-09 20:00:00
521977,13.919999999999998,48,1,17884.0,United Kingdom,2010-09-09 20:03:00
521978,347.8,198,21,12760.0,Netherlands,2010-09-10 08:50:00
521979,369.51,365,18,13477.0,United Kingdom,2010-09-10 09:03:00
521980,20.4,24,1,13477.0,United Kingdom,2010-09-10 09:08:00
521982,979.2,1152,1,17369.0,United Kingdom,2010-09-10 09:49:00
521983,301.42,234,22,13304.0,United Kingdom,2010-09-10 10:09:00
521984,305.41,154,9,14708.0,United Kingdom,2010-09-10 10:26:00
521985,303.35,195,18,14623.0,United Kingdom,2010-09-10 10:27:00
521986,309.3,210,19,14205.0,United Kingdom,2010-09-10 10:34:00
521987,361.6,116,22,17646.0,United Kingdom,2010-09-10 10:36:00
521988,459.05,219,11,15218.0,United Kingdom,2010-09-10 10:45:00
521989,534.7,224,29,12921.0,United Kingdom,2010-09-10 10:47:00
521999,221.65,83,32,14445.0,United Kingdom,2010-09-10 11:09:00
522016,361.48,372,15,15291.0,United Kingdom,2010-09-10 11:30:00
522017,402.9,398,5,13798.0,United Kingdom,2010-09-10 11:30:00
522024,210.01,198,26,17228.0,United Kingdom,2010-09-10 11:40:00
522025,1172.1399999999999,774,11,15372.0,United Kingdom,2010-09-10 11:56:00
522026,129.3,70,5,16648.0,United Kingdom,2010-09-10 11:59:00
522027,373.75,164,23,14625.0,United Kingdom,2010-09-10 12:01:00
522029,675.17,384,35,12474.0,Germany,2010-09-10 12:05:00
522030,168.42000000000002,70,20,15580.0,United Kingdom,2010-09-10 12:07:00
522039,324.7,152,19,13579.0,United Kingdom,2010-09-10 12:24:00
522040,184.3,114,7,15311.0,United Kingdom,2010-09-10 12:29:00
522041,876.54,266,27,16858.0,United Kingdom,2010-09-10 12:32:00
522042,302.74,191,19,13557.0,United Kingdom,2010-09-10 12:48:00
522043,1284.34,423,113,,United Kingdom,2010-09-10 13:27:00
522045,293.95,81,14,16040.0,United Kingdom,2010-09-10 13:38:00
522046,350.14,300,72,13246.0,United Kingdom,2010-09-10 13:59:00
522047,1479.9299999999998,701,28,14431.0,United Kingdom,2010-09-10 14:04:00
522048,436.1,499,22,13330.0,United Kingdom,2010-09-10 14:12:00
522049,124.75,61,25,16928.0,United Kingdom,2010-09-10 14:31:00
522050,171.68,269,11,17705.0,United Kingdom,2010-09-10 14:43:00
522051,363.14,186,20,13319.0,United Kingdom,2010-09-10 14:50:00
522052,80.7,36,5,13319.0,United Kingdom,2010-09-10 14:52:00
522053,313.45,109,12,13999.0,United Kingdom,2010-09-10 14:53:00
522054,492.75,247,22,15078.0,United Kingdom,2010-09-10 15:42:00
522055,39.0,20,1,15078.0,United Kingdom,2010-09-10 15:44:00
522056,58.5,30,2,15078.0,United Kingdom,2010-09-10 15:45:00
522057,147.09,56,48,,United Kingdom,2010-09-10 15:48:00
522058,296.40000000000003,156,10,14129.0,United Kingdom,2010-09-10 15:50:00
522059,777.55,408,20,15856.0,United Kingdom,2010-09-10 15:51:00
522060,10.0,1,1,12802.0,Netherlands,2010-09-10 15:52:00
522061,490.05,242,25,18260.0,United Kingdom,2010-09-10 15:57:00
522062,3.75,1,1,15856.0,United Kingdom,2010-09-10 15:57:00
522065,184.69,46,26,,United Kingdom,2010-09-10 16:37:00
522066,305.47,117,20,17865.0,United Kingdom,2010-09-10 16:41:00
522068,206.2,114,66,16549.0,United Kingdom,2010-09-10 17:19:00
522069,11.8,4,1,18260.0,United Kingdom,2010-09-12 10:18:00
522070,387.43,126,26,17377.0,United Kingdom,2010-09-12 10:30:00
522071,145.75,65,16,13782.0,United Kingdom,2010-09-12 10:40:00
522072,215.22,118,15,14635.0,United Kingdom,2010-09-12 10:47:00
522073,137.82,92,10,16787.0,United Kingdom,2010-09-12 10:49:00
522074,206.94,83,30,12872.0,United Kingdom,2010-09-12 10:49:00
522075,646.66,414,21,17640.0,United Kingdom,2010-09-12 10:56:00
522076,172.9,143,31,16815.0,United Kingdom,2010-09-12 10:59:00
522077,191.89000000000001,129,56,16686.0,United Kingdom,2010-09-12 11:03:00
522078,165.66,178,21,16206.0,United Kingdom,2010-09-12 11:29:00
522079,321.37,169,36,15422.0,United Kingdom,2010-09-12 11:38:00
522080,364.95,195,11,14525.0,United Kingdom,2010-09-12 11:41:00
522081,222.51,111,5,16872.0,United Kingdom,2010-09-12 11:43:00
522082,601.32,354,55,16608.0,United Kingdom,2010-09-12 11:44:00
522083,203.8,158,14,16218.0,United Kingdom,2010-09-12 11:47:00
522084,320.75,139,19,15992.0,United Kingdom,2010-09-12 11:52:00
522085,218.11,129,8,15953.0,United Kingdom,2010-09-12 11:54:00
522086,644.15,527,37,16042.0,United Kingdom,2010-09-12 12:00:00
522087,728.91,450,26,16008.0,United Kingdom,2010-09-12 12:16:00
522088,563.9,730,5,14156.0,EIRE,2010-09-12 12:31:00
522089,344.33,189,57,16387.0,United Kingdom,2010-09-12 12:41:00
522090,240.49,96,49,16799.0,United Kingdom,2010-09-12 12:46:00
522091,221.5,136,14,14595.0,United Kingdom,2010-09-12 12:47:00
522092,277.4,101,47,15006.0,United Kingdom,2010-09-12 13:03:00
522093,464.21,292,66,15406.0,United Kingdom,2010-09-12 13:06:00
522094,0.95,1,1,15406.0,United Kingdom,2010-09-12 13:10:00
522095,496.14,382,16,15824.0,United Kingdom,2010-09-12 13:20:00
522096,239.5,110,15,14693.0,United Kingdom,2010-09-12 13:44:00
522097,214.62,172,23,14898.0,United Kingdom,2010-09-12 13:49:00
522098,1387.5,1024,76,16320.0,Unspecified,2010-09-12 13:51:00
522100,375.5,146,15,16713.0,United Kingdom,2010-09-12 14:02:00
522101,183.70000000000002,38,9,14264.0,United Kingdom,2010-09-12 14:02:00
522102,435.84000000000003,224,47,13148.0,United Kingdom,2010-09-12 14:05:00
522103,214.39,72,19,15716.0,United Kingdom,2010-09-12 14:19:00
522104,153.93,67,10,15714.0,United Kingdom,2010-09-12 14:22:00
522105,345.90999999999997,223,19,13634.0,United Kingdom,2010-09-12 14:26:00
522106,505.91,220,36,13634.0,United Kingdom,2010-09-12 14:34:00
522107,196.47,84,24,16208.0,United Kingdom,2010-09-12 14:44:00
522108,110.7,12,2,17383.0,United Kingdom,2010-09-12 14:54:00
522109,990.2,544,58,17728.0,United Kingdom,2010-09-12 14:58:00
